"300","00000116","Special Agency Peru","Triberger Str. 42","","70569","Stuttgart","DE","08","+49 711-7100","http://www.sap.com","D","EUR"
"300","00000117","Caribian Dreams","Deichstrasse 45","","26721","Emden","DE","03","+49 2670-8560-0","http://www.cuba-libre.sap","D","EUR"
"300","00000118","Asia By Plane","6-9 Iidabashi 7-chome","","102-0072","Tokyo","JP","","+81 3-3239-3501","http://www.asia-by-plane.co.jp","E","JPY"
"300","00000119","Everywhere","Regensburger Platz 23","","81679","Muenchen","DE","09","+49 89-2499239","http://www.everywhere.sap","D","EUR"
"300","00000120","Happy Holiday","Rastenburger Str. 12","","28779","Bremen","DE","04","+49 3266-288817","http://www.haphol.sap","D","EUR"
"300","00000121","No Name","Schwalbenweg 43","","52078","Aachen","DE","05","+49 241-77729","http://www.nn.sap","D","EUR"
"300","00000122","Fly Low","Chemnitzer Str. 42","","01187","Dresden","DE","14","+49 351-5423-00","http://www.fly-low.sap","D","EUR"
"300","00000123","Aussie Travel","Queens Road","","M8 7RYP","Manchester","GB","GM","+44 161 2052000","http://www.down-under.sap","E","GBP"
"300","00000124","Up 'n' Away","Nackenbergerstr. 92","","30625","Hannover","DE","03","+49 511 403266-0","http://www.una.sap","D","EUR"
"300","00000125","Trans World Travel","100 Industrial Drive","","60804","Chicago","US","IL","+1 708-454-8723","http://www.twt.sap","E","USD"
"300","00000130","Bright Side of Life","340 State Street","","30432","San Francisco","US","CA","+1 415-454-9877","http://www.ruebennase.sap","E","USD"
"300","00000152","Sunny\, Sunny\, Sunny","1300 State Street","","19003","Philadelphia","US","PA","+1 215-090-7659","http://www.s3.sap","E","USD"
"300","00000188","Fly & Smile","Zeppelinstr. 17","16 05 29","60318","Frankfurt","DE","06","+49 69-99-0","http://www.fly-and-smile.sap","D","EUR"
"300","00000222","Supercheap","1400\, Washington Circle","","30439","Los Angeles","US","CA","+1 251-369-2510","http://www.supercheap.sap","E","USD"
"300","00000224","Hitchhiker","21 Rue de Moselle","","92132","Issy-les-Moulineaux","FR","57","+33 1-405-555-888","http://www.42.sap","F","EUR"
"300","00000229","Fly Now\, Pay Later","100 Madison","","11012","New York","US","NY","+1 512 343-8543","http://www.fn-pl.sap","E","USD"
"300","00000233","Real Weird Vacation","949 5th Street","","V6T 1Z4","Vancouver","CA","","+1 604 827-8024","http://www.reweva.sap","E","CAD"
"300","00000254","Cap Travels Ltd.","10 Mandela St","16 05 29","2128","Johannesburg","ZA","06","+27 11 886-8981","http://www.cap-travels.co.za","E","ZAR"
"300","00000284","Rainy\, Stormy\, Cloudy","Lindenstr. 462","","70563","Stuttgart","DE","08","+49 711-7992-00","http://www.windy.sap/rsc/","D","EUR"
"300","00000291","Women only","Kirchstr. 53","","55124","Mainz","DE","07","+49 6131-543-00","http://www.women-only.sap","D","EUR"
"300","00000294","Maxitrip","Flugfeld 17","11 06 68","65128","Wiesbaden","DE","05","+49 611-55 66 77","http://www.maxitrip.sap","D","EUR"
"300","00000295","The Ultimate Answer","Manchester Rd 20","","AB1 1SA","Avon","GB","AV","+44 934-66799","http://www.thulan.sap","E","GBP"
"300","00000297","Intertravel","Michigan Ave","","60154","Chicago","US","IL","+1 788 798-6555","http://www.intertravel.sap","E","USD"
"300","00000301","Ultimate Goal","300 Peach tree street Sou","","01069","Atlanta","US","GA","+1 874-654-6686","http://www.ultimate-goal.sap","E","USD"
"300","00000304","Submit and Return","20890 East Central Ave","","30987","Palo Alto","US","CA","+1 652 645-5236","http://www.sar.sap","E","USD"
"300","00000310","Hendrik's","1200 Industrial Drive","","60153","Chicago","US","IL","+1 08-924-9884","http://www.essen.sap/150596","E","USD"
"300","00000319","All British Air Planes","224 Tomato Lane","","08965","Vineland","US","NJ","+44 609-896-Moore","http://www.abap.sap","E","USD"
"300","00000320","Rocky Horror Tours","789 Santa Monica Blvd.","","08934","Santa Monica","US","PA","+1 64351-6455-654","http://www.frank.furter.sap","E","USD"
"300","00000323","Miles and More","777 Arlington Blvd.","","46515","Elkhart","US","IN","+1 646 867-6888","http://www.mam.sap","E","USD"
"300","00000325","Not Only By Bike","Saalburgstr. 765","","60385","Frankfurt","DE","06","+49 69 465789-0","http://www.nobb.sap","D","EUR"
